30.12,4.48,251.96

26.20,8.45,253.98

27.18,2.50,251.96

28.16,5.48,253.98

32.08,5.48,248.93

29.14,1.51,251.96

25.22,6.47,256.00
